id,name,category,price,ratings
151,Product_151,Electronics,234.21,3.4
152,Product_152,Electronics,439.21,4.4
153,Product_153,Books,241.53,1.3
154,Product_154,Electronics,180.04,2.5
155,Product_155,Toys,282.99,3.5
156,Product_156,Electronics,120.65,3.0
157,Product_157,Electronics,48.43,1.9
158,Product_158,Home,498.33,3.8
159,Product_159,Toys,164.86,2.8
160,Product_160,Clothing,177.09,3.1
161,Product_161,Books,93.94,3.0
162,Product_162,Electronics,451.72,2.4
163,Product_163,Toys,91.16,4.4
164,Product_164,Electronics,6.62,4.1
165,Product_165,Home,445.64,1.9
166,Product_166,Clothing,116.25,3.0
167,Product_167,Books,182.32,2.4
168,Product_168,Electronics,210.25,3.3
169,Product_169,Electronics,482.4,1.4
170,Product_170,Electronics,329.78,1.1
171,Product_171,Toys,294.35,4.9
172,Product_172,Toys,395.82,3.1
173,Product_173,Clothing,46.1,3.1
174,Product_174,Electronics,95.86,1.7
175,Product_175,Clothing,240.66,1.0
176,Product_176,Toys,417.65,2.4
177,Product_177,Books,452.34,1.7
178,Product_178,Clothing,276.51,2.3
179,Product_179,Books,150.84,3.2
180,Product_180,Electronics,309.23,2.5
181,Product_181,Toys,145.44,2.9
182,Product_182,Clothing,57.96,2.2
183,Product_183,Electronics,288.23,2.5
184,Product_184,Books,51.28,3.2
185,Product_185,Toys,236.53,1.9
186,Product_186,Clothing,194.63,3.0
187,Product_187,Books,414.47,3.3
188,Product_188,Clothing,224.01,4.0
189,Product_189,Toys,262.18,2.7
190,Product_190,Home,490.74,1.2
191,Product_191,Clothing,483.95,1.3
192,Product_192,Home,151.86,2.2
193,Product_193,Toys,100.75,1.4
194,Product_194,Toys,448.19,3.8
195,Product_195,Home,422.84,1.8
196,Product_196,Toys,489.73,1.0
197,Product_197,Home,208.79,1.2
198,Product_198,Electronics,72.39,1.3
199,Product_199,Home,250.23,2.7
200,Product_200,Clothing,386.59,4.7
201,Product_201,Clothing,51.74,1.0
202,Product_202,Books,276.13,2.0
203,Product_203,Books,55.36,2.6
204,Product_204,Electronics,67.14,4.4
205,Product_205,Clothing,38.94,3.9
206,Product_206,Clothing,398.41,4.3
207,Product_207,Home,102.51,3.9
208,Product_208,Toys,269.34,4.5
209,Product_209,Books,222.46,2.4
210,Product_210,Clothing,167.65,1.8
211,Product_211,Toys,216.52,4.1
212,Product_212,Clothing,497.81,4.3
213,Product_213,Home,38.75,4.2
214,Product_214,Books,462.55,2.6
215,Product_215,Home,431.71,2.6
216,Product_216,Toys,304.42,4.0
217,Product_217,Electronics,174.83,4.1
218,Product_218,Clothing,162.42,2.3
219,Product_219,Home,172.68,1.6
220,Product_220,Clothing,275.54,1.4
221,Product_221,Home,324.99,2.2
222,Product_222,Clothing,245.48,1.5
223,Product_223,Home,388.14,2.8
224,Product_224,Electronics,124.54,1.6
225,Product_225,Home,165.99,3.4
226,Product_226,Clothing,209.58,2.0
227,Product_227,Books,23.91,3.9
228,Product_228,Home,328.64,2.2
229,Product_229,Clothing,296.87,4.5
230,Product_230,Electronics,300.24,2.0
231,Product_231,Clothing,285.45,1.7
232,Product_232,Home,330.49,1.6
233,Product_233,Electronics,295.86,3.4
234,Product_234,Home,54.12,2.9
235,Product_235,Toys,86.43,2.6
236,Product_236,Electronics,121.61,3.6
237,Product_237,Toys,327.09,2.7
238,Product_238,Toys,77.87,2.1
239,Product_239,Books,449.03,4.4
240,Product_240,Toys,201.5,4.0
241,Product_241,Toys,335.25,3.8
242,Product_242,Home,396.68,2.1
243,Product_243,Electronics,207.32,4.5
244,Product_244,Electronics,360.26,4.4
245,Product_245,Toys,214.1,3.5
246,Product_246,Electronics,498.43,1.1
247,Product_247,Books,35.76,1.6
248,Product_248,Toys,428.64,1.7
249,Product_249,Books,175.87,4.6
250,Product_250,Toys,250.6,4.6
251,Product_251,Books,414.5,3.9
252,Product_252,Toys,112.7,4.1
253,Product_253,Home,89.05,4.9
254,Product_254,Home,253.19,2.3
255,Product_255,Books,227.73,3.1
256,Product_256,Electronics,80.94,4.7
257,Product_257,Electronics,226.11,1.0
258,Product_258,Home,297.44,1.7
259,Product_259,Electronics,417.49,4.0
260,Product_260,Toys,177.63,1.4
261,Product_261,Clothing,341.53,1.4
262,Product_262,Books,390.16,3.4
263,Product_263,Clothing,308.11,3.8
264,Product_264,Clothing,163.43,2.6
265,Product_265,Home,72.33,2.6
266,Product_266,Home,243.4,2.7
267,Product_267,Toys,120.01,1.3
268,Product_268,Home,220.49,1.7
269,Product_269,Books,101.09,1.8
270,Product_270,Books,354.74,1.6
271,Product_271,Books,107.32,2.0
272,Product_272,Clothing,170.91,4.4
273,Product_273,Clothing,477.87,2.7
274,Product_274,Toys,297.92,4.9
275,Product_275,Toys,380.71,3.8
276,Product_276,Clothing,229.24,3.4
277,Product_277,Books,302.99,1.5
278,Product_278,Toys,44.72,4.6
279,Product_279,Electronics,305.3,3.2
280,Product_280,Electronics,493.38,3.5
281,Product_281,Electronics,33.1,1.9
282,Product_282,Electronics,185.88,3.8
283,Product_283,Toys,69.87,1.0
284,Product_284,Home,288.92,2.4
285,Product_285,Home,412.73,1.8
286,Product_286,Books,224.17,4.8
287,Product_287,Books,55.33,2.1
288,Product_288,Home,274.66,3.2
289,Product_289,Toys,169.79,1.8
290,Product_290,Electronics,338.81,1.1
291,Product_291,Electronics,355.5,4.8
292,Product_292,Toys,98.92,3.1
293,Product_293,Electronics,270.6,2.1
294,Product_294,Clothing,91.51,3.2
295,Product_295,Toys,92.72,1.9
296,Product_296,Electronics,91.36,2.0
297,Product_297,Toys,362.2,2.6
298,Product_298,Clothing,269.44,4.9
299,Product_299,Clothing,50.63,3.0
300,Product_300,Clothing,62.57,2.4
301,Product_301,Clothing,478.48,1.7
302,Product_302,Electronics,78.2,2.5
303,Product_303,Home,357.11,1.4
304,Product_304,Books,100.01,1.2
305,Product_305,Clothing,198.16,4.6
306,Product_306,Home,195.76,3.2
307,Product_307,Electronics,31.67,3.3
308,Product_308,Electronics,303.11,2.8
309,Product_309,Home,32.33,2.9
310,Product_310,Electronics,215.53,1.9
311,Product_311,Electronics,129.37,4.7
312,Product_312,Books,443.97,3.0
313,Product_313,Electronics,306.52,1.6
314,Product_314,Books,153.11,2.3
315,Product_315,Books,464.83,4.1
316,Product_316,Electronics,123.19,3.1
317,Product_317,Home,424.69,4.0
318,Product_318,Electronics,496.28,2.7
319,Product_319,Books,351.21,2.8
320,Product_320,Clothing,298.82,4.5
321,Product_321,Books,164.28,1.9
322,Product_322,Electronics,242.84,2.8
323,Product_323,Electronics,43.71,5.0
324,Product_324,Electronics,65.99,2.1
325,Product_325,Toys,108.12,2.0
326,Product_326,Home,10.12,2.2
327,Product_327,Clothing,81.45,3.9
328,Product_328,Electronics,272.02,1.5
329,Product_329,Books,345.55,4.6
330,Product_330,Electronics,429.27,4.5
331,Product_331,Books,492.25,5.0
332,Product_332,Books,475.47,1.2
333,Product_333,Home,445.25,4.4
334,Product_334,Home,233.9,3.4
335,Product_335,Books,165.34,2.8
336,Product_336,Books,453.49,1.5
337,Product_337,Clothing,384.69,3.8
338,Product_338,Clothing,222.41,2.6
339,Product_339,Electronics,417.2,3.5
340,Product_340,Toys,226.02,1.6
341,Product_341,Books,248.71,1.2
342,Product_342,Toys,74.25,3.3
343,Product_343,Clothing,389.3,3.6
344,Product_344,Home,53.84,3.0
345,Product_345,Electronics,281.33,3.8
346,Product_346,Toys,181.59,1.1
347,Product_347,Electronics,87.75,2.7
348,Product_348,Books,71.34,3.0
349,Product_349,Toys,117.26,2.7
350,Product_350,Electronics,471.57,4.4
351,Product_351,Books,492.94,3.9
352,Product_352,Toys,31.63,1.5
353,Product_353,Toys,25.38,5.0
354,Product_354,Clothing,265.79,4.5
355,Product_355,Toys,39.28,3.1
356,Product_356,Electronics,321.08,1.5
357,Product_357,Home,72.93,2.1
358,Product_358,Electronics,498.3,2.2
359,Product_359,Clothing,216.94,4.1
360,Product_360,Home,361.85,1.7
361,Product_361,Home,418.39,2.3
362,Product_362,Toys,321.67,4.5
363,Product_363,Electronics,24.02,1.8
364,Product_364,Books,488.42,1.2
365,Product_365,Electronics,298.66,4.7
366,Product_366,Home,303.73,3.7
367,Product_367,Toys,244.11,4.9
368,Product_368,Clothing,35.53,3.6
369,Product_369,Electronics,133.27,3.4
370,Product_370,Toys,59.36,2.2
371,Product_371,Toys,251.32,4.3
372,Product_372,Toys,282.5,3.8
373,Product_373,Clothing,188.05,4.4
374,Product_374,Home,205.23,1.1
375,Product_375,Books,88.44,3.1
376,Product_376,Books,366.82,3.2
377,Product_377,Books,490.57,3.2
378,Product_378,Books,308.85,1.2
379,Product_379,Clothing,43.17,2.8
380,Product_380,Books,493.58,1.4
381,Product_381,Books,20.46,4.5
382,Product_382,Toys,43.25,4.4
383,Product_383,Home,121.47,1.1
384,Product_384,Clothing,132.22,2.5
385,Product_385,Books,193.56,3.8
386,Product_386,Home,329.01,1.7
387,Product_387,Toys,232.07,1.4
388,Product_388,Electronics,38.26,2.7
389,Product_389,Clothing,257.55,2.5
390,Product_390,Toys,85.84,2.3
391,Product_391,Clothing,188.16,4.0
392,Product_392,Clothing,238.75,1.1
393,Product_393,Books,181.85,4.1
394,Product_394,Toys,76.85,1.4
395,Product_395,Clothing,477.04,1.7
396,Product_396,Toys,468.16,4.9
397,Product_397,Electronics,130.75,4.3
398,Product_398,Toys,21.53,4.5
399,Product_399,Clothing,124.92,3.6
400,Product_400,Home,296.12,2.2
401,Product_401,Home,356.93,4.0
402,Product_402,Clothing,360.61,3.9
403,Product_403,Books,294.53,2.2
404,Product_404,Books,25.77,2.3
405,Product_405,Clothing,318.95,2.9
406,Product_406,Toys,389.26,2.9
407,Product_407,Electronics,77.13,4.7
408,Product_408,Home,40.48,3.8
409,Product_409,Clothing,347.17,1.1
410,Product_410,Clothing,14.04,3.6
411,Product_411,Books,355.3,1.8
412,Product_412,Clothing,64.01,4.0
413,Product_413,Toys,236.27,4.1
414,Product_414,Home,479.71,3.3
415,Product_415,Electronics,292.29,3.1
416,Product_416,Clothing,134.0,4.6
417,Product_417,Home,39.1,4.4
418,Product_418,Clothing,263.48,1.5
419,Product_419,Electronics,83.98,4.4
420,Product_420,Clothing,415.31,4.1
421,Product_421,Home,418.88,2.6
422,Product_422,Electronics,201.03,2.1
423,Product_423,Electronics,230.48,1.3
424,Product_424,Electronics,62.26,2.7
425,Product_425,Toys,308.5,3.3
426,Product_426,Home,112.39,4.4
427,Product_427,Books,435.28,2.9
428,Product_428,Books,416.76,4.4
429,Product_429,Clothing,498.07,1.5
430,Product_430,Electronics,62.66,2.4
431,Product_431,Home,407.0,2.3
432,Product_432,Toys,206.95,3.9
433,Product_433,Home,8.32,2.0
434,Product_434,Clothing,381.4,2.5
435,Product_435,Electronics,417.49,2.5
436,Product_436,Electronics,81.63,1.7
437,Product_437,Toys,309.44,3.3
438,Product_438,Electronics,135.29,4.6
439,Product_439,Electronics,287.41,1.6
440,Product_440,Home,132.54,1.5
441,Product_441,Clothing,246.09,4.0
442,Product_442,Electronics,209.36,2.5
443,Product_443,Toys,11.22,1.8
444,Product_444,Toys,492.81,3.1
445,Product_445,Clothing,369.4,2.3
446,Product_446,Toys,298.46,3.8
447,Product_447,Toys,145.56,3.4
448,Product_448,Books,156.35,1.0
449,Product_449,Books,445.49,1.4
450,Product_450,Electronics,10.89,1.1
451,Product_451,Clothing,353.49,4.9
452,Product_452,Books,220.0,3.7
453,Product_453,Home,142.84,1.6
454,Product_454,Toys,247.94,4.9
455,Product_455,Home,371.82,3.7
456,Product_456,Toys,74.4,2.6
457,Product_457,Toys,99.61,4.1
458,Product_458,Books,84.05,4.6
459,Product_459,Books,13.18,3.0
460,Product_460,Clothing,174.37,1.4
461,Product_461,Electronics,214.7,2.0
462,Product_462,Electronics,290.49,1.5
463,Product_463,Clothing,465.03,2.5
464,Product_464,Electronics,30.43,1.8
465,Product_465,Clothing,284.01,2.9
466,Product_466,Books,443.99,1.1
467,Product_467,Toys,315.23,3.3
468,Product_468,Electronics,435.93,4.7
469,Product_469,Clothing,168.27,3.9
470,Product_470,Electronics,380.12,2.3
471,Product_471,Clothing,147.44,3.0
472,Product_472,Books,82.19,4.3
473,Product_473,Toys,205.14,4.9
474,Product_474,Electronics,339.61,4.8
475,Product_475,Clothing,229.83,1.3
476,Product_476,Home,189.88,1.9
477,Product_477,Clothing,182.5,1.4
478,Product_478,Electronics,395.87,4.7
479,Product_479,Clothing,23.01,1.3
480,Product_480,Books,14.68,3.9
481,Product_481,Clothing,26.5,2.4
482,Product_482,Clothing,275.06,3.7
483,Product_483,Clothing,56.3,3.8
484,Product_484,Toys,496.08,1.3
485,Product_485,Toys,167.13,4.7
486,Product_486,Clothing,46.75,1.6
487,Product_487,Home,335.17,2.9
488,Product_488,Home,76.06,2.0
489,Product_489,Electronics,85.59,4.7
490,Product_490,Home,400.8,2.0
491,Product_491,Electronics,303.34,2.9
492,Product_492,Electronics,364.14,2.6
493,Product_493,Books,253.71,2.7
494,Product_494,Home,292.68,3.2
495,Product_495,Books,111.94,3.2
496,Product_496,Clothing,462.07,2.5
497,Product_497,Toys,246.49,2.1
498,Product_498,Home,387.33,1.2
499,Product_499,Clothing,399.91,2.9
500,Product_500,Home,224.32,3.0
501,Product_501,Home,150.27,4.5
502,Product_502,Toys,422.41,1.2
503,Product_503,Electronics,207.89,2.0
504,Product_504,Books,186.19,1.9
505,Product_505,Home,23.22,3.6
506,Product_506,Toys,331.78,3.5
507,Product_507,Clothing,257.18,1.3
508,Product_508,Books,245.76,3.8
509,Product_509,Home,165.5,2.5
510,Product_510,Home,287.27,2.0
511,Product_511,Home,175.14,4.3
512,Product_512,Electronics,360.86,3.5
513,Product_513,Electronics,458.77,2.5
514,Product_514,Toys,26.15,2.1
515,Product_515,Books,360.98,2.2
516,Product_516,Clothing,127.4,1.6
517,Product_517,Home,75.69,2.3
518,Product_518,Toys,119.8,3.0
519,Product_519,Home,182.79,1.5
520,Product_520,Books,91.21,2.9
521,Product_521,Toys,244.96,2.3
522,Product_522,Home,364.89,4.8
523,Product_523,Books,50.79,3.4
524,Product_524,Clothing,367.35,2.5
525,Product_525,Home,358.12,4.9
526,Product_526,Books,195.8,1.0
527,Product_527,Books,251.06,3.1
528,Product_528,Home,492.3,2.3
529,Product_529,Electronics,350.9,4.1
530,Product_530,Home,296.85,4.3
531,Product_531,Toys,179.31,2.7
532,Product_532,Home,44.32,1.5
533,Product_533,Clothing,73.72,4.4
534,Product_534,Home,456.13,1.5
535,Product_535,Books,401.84,1.3
536,Product_536,Electronics,154.43,3.6
537,Product_537,Electronics,235.89,4.0
538,Product_538,Books,247.72,1.6
539,Product_539,Clothing,153.67,3.8
540,Product_540,Books,182.33,2.1
541,Product_541,Clothing,72.5,1.9
542,Product_542,Clothing,84.31,1.1
543,Product_543,Home,452.23,1.0
544,Product_544,Home,407.24,3.3
545,Product_545,Clothing,353.86,4.0
546,Product_546,Home,222.31,1.3
547,Product_547,Home,120.0,3.8
548,Product_548,Toys,324.73,2.6
549,Product_549,Books,430.45,4.7
550,Product_550,Clothing,419.9,2.0
551,Product_551,Home,239.8,2.8
552,Product_552,Books,49.46,3.1
553,Product_553,Books,318.38,4.9
554,Product_554,Clothing,328.17,2.5
555,Product_555,Home,218.26,1.3
556,Product_556,Books,390.49,4.5
557,Product_557,Books,484.7,2.0
558,Product_558,Toys,256.04,4.6
559,Product_559,Clothing,100.0,4.5
560,Product_560,Electronics,20.95,1.9
561,Product_561,Books,330.03,1.8
562,Product_562,Home,414.54,2.0
563,Product_563,Electronics,52.92,3.1
564,Product_564,Toys,216.55,1.8
565,Product_565,Electronics,351.13,3.4
566,Product_566,Clothing,393.37,1.1
567,Product_567,Home,233.18,1.9
568,Product_568,Home,136.88,3.0
569,Product_569,Books,323.2,4.2
570,Product_570,Toys,164.94,4.4
571,Product_571,Electronics,316.85,4.3
572,Product_572,Home,416.38,1.2
573,Product_573,Books,50.9,3.1
574,Product_574,Electronics,280.89,3.3
575,Product_575,Electronics,181.57,2.4
576,Product_576,Clothing,37.44,4.2
577,Product_577,Books,161.9,3.7
578,Product_578,Toys,483.02,1.9
579,Product_579,Toys,353.52,4.2
580,Product_580,Electronics,195.42,2.9
581,Product_581,Toys,121.29,3.0
582,Product_582,Toys,290.1,1.1
583,Product_583,Home,165.2,1.6
584,Product_584,Books,193.96,1.8
585,Product_585,Electronics,116.12,3.0
586,Product_586,Books,422.28,4.8
587,Product_587,Toys,228.46,2.6
588,Product_588,Home,358.87,1.7
589,Product_589,Clothing,51.23,1.8
590,Product_590,Toys,383.48,2.5
591,Product_591,Toys,389.6,3.4
592,Product_592,Clothing,234.43,1.4
593,Product_593,Toys,442.3,1.6
594,Product_594,Toys,5.15,4.3
595,Product_595,Clothing,433.41,3.8
596,Product_596,Electronics,260.03,3.5
597,Product_597,Toys,33.13,2.0
598,Product_598,Toys,207.6,4.9
599,Product_599,Home,176.72,1.1
600,Product_600,Books,100.66,2.7
601,Product_601,Electronics,317.5,2.9
602,Product_602,Home,211.65,1.8
603,Product_603,Books,42.47,1.7
604,Product_604,Electronics,178.63,1.7
605,Product_605,Home,418.84,2.0
606,Product_606,Clothing,198.08,3.6
607,Product_607,Home,13.97,4.5
608,Product_608,Home,285.63,2.0
609,Product_609,Clothing,75.51,4.8
610,Product_610,Toys,294.59,2.6
611,Product_611,Books,86.54,1.2
612,Product_612,Home,204.9,2.0
613,Product_613,Home,445.03,2.1
614,Product_614,Home,303.49,3.4
615,Product_615,Home,172.23,1.4
616,Product_616,Books,408.07,3.8
617,Product_617,Toys,186.12,3.4
618,Product_618,Toys,344.7,4.5
619,Product_619,Toys,345.51,3.7
620,Product_620,Clothing,44.6,1.8
621,Product_621,Home,186.62,1.9
622,Product_622,Clothing,160.25,2.6
623,Product_623,Home,487.98,2.5
624,Product_624,Clothing,35.37,4.1
625,Product_625,Home,50.44,4.9
626,Product_626,Electronics,37.63,4.9
627,Product_627,Home,407.43,1.5
628,Product_628,Books,212.24,3.4
629,Product_629,Clothing,26.25,2.4
630,Product_630,Toys,426.04,1.2
631,Product_631,Toys,291.77,4.6
632,Product_632,Clothing,426.63,2.2
633,Product_633,Toys,281.56,4.8
634,Product_634,Toys,132.88,4.1
635,Product_635,Toys,88.01,3.8
636,Product_636,Home,255.38,1.6
637,Product_637,Clothing,43.61,2.2
638,Product_638,Clothing,134.87,3.8
639,Product_639,Clothing,489.16,4.0
640,Product_640,Home,83.99,1.1
641,Product_641,Clothing,162.96,3.1
642,Product_642,Home,123.38,3.1
643,Product_643,Electronics,331.87,4.9
644,Product_644,Toys,94.5,4.3
645,Product_645,Toys,279.18,4.4
646,Product_646,Electronics,263.02,1.3
647,Product_647,Electronics,302.48,1.5
648,Product_648,Books,418.36,4.1
649,Product_649,Clothing,380.82,3.7
650,Product_650,Toys,488.95,3.4
651,Product_651,Clothing,234.91,3.7
652,Product_652,Electronics,108.19,1.3
653,Product_653,Home,92.27,1.6
654,Product_654,Electronics,261.23,1.9
655,Product_655,Toys,316.98,2.3
656,Product_656,Home,167.62,3.4
657,Product_657,Clothing,231.96,3.8
658,Product_658,Clothing,216.01,1.4
659,Product_659,Electronics,398.7,1.3
660,Product_660,Clothing,308.67,4.9
661,Product_661,Toys,431.99,3.7
662,Product_662,Clothing,198.36,1.5
663,Product_663,Toys,497.87,4.9
664,Product_664,Toys,276.13,4.8
665,Product_665,Toys,103.66,4.0
666,Product_666,Clothing,222.32,2.4
667,Product_667,Home,492.84,4.9
668,Product_668,Clothing,112.0,2.1
669,Product_669,Toys,197.84,1.8
670,Product_670,Toys,177.56,1.9
671,Product_671,Toys,236.95,4.0
672,Product_672,Electronics,251.21,1.9
673,Product_673,Books,162.73,4.8
674,Product_674,Books,251.75,1.5
675,Product_675,Electronics,304.02,1.3
676,Product_676,Toys,499.73,2.6
677,Product_677,Toys,280.95,4.3
678,Product_678,Home,86.13,4.2
679,Product_679,Books,245.02,1.3
680,Product_680,Clothing,497.42,3.2
681,Product_681,Home,396.27,1.4
682,Product_682,Electronics,11.34,4.4
683,Product_683,Books,127.7,3.0
684,Product_684,Books,54.25,2.4
685,Product_685,Electronics,43.93,2.6
686,Product_686,Toys,221.12,2.4
687,Product_687,Electronics,156.7,2.7
688,Product_688,Electronics,360.22,1.5
689,Product_689,Toys,144.03,2.0
690,Product_690,Books,354.03,1.1
691,Product_691,Toys,285.26,4.0
692,Product_692,Home,494.86,1.6
693,Product_693,Clothing,298.18,1.6
694,Product_694,Electronics,182.72,1.2
695,Product_695,Books,127.66,3.7
696,Product_696,Home,329.3,3.7
697,Product_697,Clothing,154.89,3.6
698,Product_698,Toys,460.76,2.1
699,Product_699,Toys,297.71,2.2
700,Product_700,Toys,283.9,4.8
701,Product_701,Electronics,494.93,3.0
702,Product_702,Electronics,404.94,4.6
703,Product_703,Toys,102.12,2.1
704,Product_704,Home,173.81,3.4
705,Product_705,Books,419.88,2.0
706,Product_706,Clothing,348.2,2.6
707,Product_707,Electronics,122.18,4.6
708,Product_708,Home,383.13,3.2
709,Product_709,Clothing,174.56,2.0
710,Product_710,Clothing,158.93,3.5
711,Product_711,Books,199.61,1.1
712,Product_712,Home,307.86,1.6
713,Product_713,Home,263.06,2.3
714,Product_714,Books,356.07,3.9
715,Product_715,Clothing,488.52,2.3
716,Product_716,Books,117.49,2.2
717,Product_717,Books,198.78,1.0
718,Product_718,Books,302.02,4.4
719,Product_719,Home,113.8,3.8
720,Product_720,Clothing,106.09,2.8
721,Product_721,Home,113.49,3.1
722,Product_722,Electronics,32.26,2.5
723,Product_723,Toys,400.94,5.0
724,Product_724,Electronics,38.19,1.5
725,Product_725,Toys,127.95,4.3
726,Product_726,Electronics,202.4,3.5
727,Product_727,Electronics,215.46,3.1
728,Product_728,Clothing,253.83,2.2
729,Product_729,Clothing,255.39,1.6
730,Product_730,Books,373.57,1.8
731,Product_731,Home,350.34,3.1
732,Product_732,Electronics,19.55,4.1
733,Product_733,Toys,357.73,4.3
